Drug1,Drug2,VITAMINS,SYMPTOMS,vitamin_labels,combined_text,vitamin_inferred,inference_confidence
Pazopanib,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"pazopanib gemifloxacin bonepain,muscleweakness",False,
Lenvatinib,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"lenvatinib gemifloxacin bonepain,muscleweakness",False,
Toremifene,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"toremifene gemifloxacin bonepain,muscleweakness",False,
Formestane,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"formestane gemifloxacin bonepain,muscleweakness",False,
Resveratrol,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"resveratrol gemifloxacin fatigue,ness,tingling",False,
Vandetanib,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"vandetanib gemifloxacin bonepain,muscleweakness",False,
Masoprocol,Gemifloxacin,C,"Easybruising,gumbleeding",['C'],"masoprocol gemifloxacin easybruising,gumbleeding",False,
Sulindac,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"sulindac gemifloxacin fatigue,ness,tingling",False,
Pirfenidone,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"pirfenidone gemifloxacin bonepain,muscleweakness",False,
Vemurafenib,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"vemurafenib gemifloxacin bonepain,muscleweakness",False,
Ceritinib,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"ceritinib gemifloxacin bonepain,muscleweakness",False,
Rosiglitazone,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"rosiglitazone gemifloxacin fatigue,ness,tingling",False,
Nimesulide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"nimesulide gemifloxacin fatigue,ness,tingling",False,
Acetylsalicylicacid,Gemifloxacin,C,"Easybruising,gumbleeding",['C'],"acetylsalicylicacid gemifloxacin easybruising,gumbleeding",False,
Diflunisal,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"diflunisal gemifloxacin fatigue,ness,tingling",False,
Azelastine,Gemifloxacin,B6,"Irritability,depression,fatigue",['B6'],"azelastine gemifloxacin irritability,depression,fatigue",False,
Tranilast,Gemifloxacin,B6,"Irritability,depression,fatigue",['B6'],"tranilast gemifloxacin irritability,depression,fatigue",False,
Chlorpropamide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"chlorpropamide gemifloxacin fatigue,ness,tingling",False,
Glipizide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"glipizide gemifloxacin fatigue,ness,tingling",False,
Tolamide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"tolamide gemifloxacin fatigue,ness,tingling",False,
Miglitol,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"miglitol gemifloxacin fatigue,ness,tingling",False,
Sitagliptin,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"sitagliptin gemifloxacin fatigue,ness,tingling",False,
Alogliptin,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"alogliptin gemifloxacin fatigue,ness,tingling",False,
Saxagliptin,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"saxagliptin gemifloxacin fatigue,ness,tingling",False,
Nateglinide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"nateglinide gemifloxacin fatigue,ness,tingling",False,
Gliclazide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"gliclazide gemifloxacin fatigue,ness,tingling",False,
Pioglitazone,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"pioglitazone gemifloxacin fatigue,ness,tingling",False,
Metformin,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"metformin gemifloxacin fatigue,ness,tingling",False,
Tolazamide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"tolazamide gemifloxacin fatigue,ness,tingling",False,
Glimepiride,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"glimepiride gemifloxacin fatigue,ness,tingling",False,
Repaglinide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"repaglinide gemifloxacin fatigue,ness,tingling",False,
Glyburide,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"glyburide gemifloxacin fatigue,ness,tingling",False,
Bromocriptine,Gemifloxacin,B6,"Irritability,fatigue,depression",['B6'],"bromocriptine gemifloxacin irritability,fatigue,depression",False,
Seratrodast,Gemifloxacin,C,"Easybruising,gumbleeding",['C'],"seratrodast gemifloxacin easybruising,gumbleeding",False,
Celecoxib,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"celecoxib gemifloxacin fatigue,ness,tingling",False,
Salicylicacid,Gemifloxacin,C,"Easybruising,gumbleeding",['C'],"salicylicacid gemifloxacin easybruising,gumbleeding",False,
Naftifine,Gemifloxacin,B6,"Irritability,depression,fatigue",['B6'],"naftifine gemifloxacin irritability,depression,fatigue",False,
Olopatadine,Gemifloxacin,B6,"Irritability,fatigue,depression",['B6'],"olopatadine gemifloxacin irritability,fatigue,depression",False,
Prasterone,Gemifloxacin,D,"Weakness,bonepain",['D'],"prasterone gemifloxacin weakness,bonepain",False,
Flumethasone,Gemifloxacin,D,"Bonepain,fatigue",['D'],"flumethasone gemifloxacin bonepain,fatigue",False,
Mometasone,Gemifloxacin,D,"Weakness,bonepain",['D'],"mometasone gemifloxacin weakness,bonepain",False,
Estrone,Gemifloxacin,D,"Fatigue,bonepain",['D'],"estrone gemifloxacin fatigue,bonepain",False,
Fluprednidene,Gemifloxacin,D,"Weakness,bonepain",['D'],"fluprednidene gemifloxacin weakness,bonepain",False,
Tixocortol,Gemifloxacin,D,"Bonepain,fatigue",['D'],"tixocortol gemifloxacin bonepain,fatigue",False,
Ciclesonide,Gemifloxacin,D,"Weakness,bonepain",['D'],"ciclesonide gemifloxacin weakness,bonepain",False,
Alclometasone,Gemifloxacin,D,"Fatigue,bonepain",['D'],"alclometasone gemifloxacin fatigue,bonepain",False,
Triamcinolone,Gemifloxacin,D,"Weakness,bonepain",['D'],"triamcinolone gemifloxacin weakness,bonepain",False,
Paramethasone,Gemifloxacin,D,"Bonepain,fatigue",['D'],"paramethasone gemifloxacin bonepain,fatigue",False,
Rimexolone,Gemifloxacin,D,"Weakness,bonepain",['D'],"rimexolone gemifloxacin weakness,bonepain",False,
Deflazacort,Gemifloxacin,D,"Fatigue,bonepain",['D'],"deflazacort gemifloxacin fatigue,bonepain",False,
Amcinonide,Gemifloxacin,D,"Weakness,bonepain",['D'],"amcinonide gemifloxacin weakness,bonepain",False,
Equilin,Gemifloxacin,D,"Fatigue,bonepain",['D'],"equilin gemifloxacin fatigue,bonepain",False,
Loteprednol,Gemifloxacin,D,"Weakness,bonepain",['D'],"loteprednol gemifloxacin weakness,bonepain",False,
Fluocortolone,Gemifloxacin,D,"Bonepain,fatigue",['D'],"fluocortolone gemifloxacin bonepain,fatigue",False,
Budesonide,Gemifloxacin,D,"Weakness,bonepain",['D'],"budesonide gemifloxacin weakness,bonepain",False,
Medrysone,Gemifloxacin,D,"Fatigue,bonepain",['D'],"medrysone gemifloxacin fatigue,bonepain",False,
Hydrocortisone,Gemifloxacin,D,"Weakness,bonepain",['D'],"hydrocortisone gemifloxacin weakness,bonepain",False,
Clobetasone,Gemifloxacin,D,"Fatigue,bonepain",['D'],"clobetasone gemifloxacin fatigue,bonepain",False,
Meclofenamicacid,Gemifloxacin,D,"Weakness,bonepain",['D'],"meclofenamicacid gemifloxacin weakness,bonepain",False,
Tolmetin,Gemifloxacin,D,"Fatigue,bonepain",['D'],"tolmetin gemifloxacin fatigue,bonepain",False,
Suprofen,Gemifloxacin,D,"Weakness,bonepain",['D'],"suprofen gemifloxacin weakness,bonepain",False,
Indomethacin,Gemifloxacin,D,"Fatigue,bonepain",['D'],"indomethacin gemifloxacin fatigue,bonepain",False,
Icatibant,Gemifloxacin,D,"Weakness,bonepain",['D'],"icatibant gemifloxacin weakness,bonepain",False,
Etodolac,Gemifloxacin,D,"Fatigue,bonepain",['D'],"etodolac gemifloxacin fatigue,bonepain",False,
Apremilast,Gemifloxacin,D,"Weakness,bonepain",['D'],"apremilast gemifloxacin weakness,bonepain",False,
Lornoxicam,Gemifloxacin,D,"Fatigue,bonepain",['D'],"lornoxicam gemifloxacin fatigue,bonepain",False,
Propacetamol,Gemifloxacin,D,"Weakness,bonepain",['D'],"propacetamol gemifloxacin weakness,bonepain",False,
Phenylazone,Gemifloxacin,D,"Fatigue,bonepain",['D'],"phenylazone gemifloxacin fatigue,bonepain",False,
Teriflunomide,Gemifloxacin,D,"Weakness,bonepain",['D'],"teriflunomide gemifloxacin weakness,bonepain",False,
Epirizole,Gemifloxacin,D,"Fatigue,bonepain",['D'],"epirizole gemifloxacin fatigue,bonepain",False,
Salsalate,Gemifloxacin,D,"Weakness,bonepain",['D'],"salsalate gemifloxacin weakness,bonepain",False,
Niflumicacid,Gemifloxacin,D,"Fatigue,bonepain",['D'],"niflumicacid gemifloxacin fatigue,bonepain",False,
Naproxen,Gemifloxacin,D,"Weakness,bonepain",['D'],"naproxen gemifloxacin weakness,bonepain",False,
Antipyrine,Gemifloxacin,D,"Fatigue,bonepain",['D'],"antipyrine gemifloxacin fatigue,bonepain",False,
Clonixin,Gemifloxacin,D,"Weakness,bonepain",['D'],"clonixin gemifloxacin weakness,bonepain",False,
Fenoprofen,Gemifloxacin,D,"Fatigue,bonepain",['D'],"fenoprofen gemifloxacin fatigue,bonepain",False,
Salicylamide,Gemifloxacin,D,"Weakness,bonepain",['D'],"salicylamide gemifloxacin weakness,bonepain",False,
Zileuton,Gemifloxacin,D,"Fatigue,bonepain",['D'],"zileuton gemifloxacin fatigue,bonepain",False,
Ibuprofen,Gemifloxacin,D,"Weakness,bonepain",['D'],"ibuprofen gemifloxacin weakness,bonepain",False,
Diclofenac,Gemifloxacin,D,"Fatigue,bonepain",['D'],"diclofenac gemifloxacin fatigue,bonepain",False,
Sulfasalazine,Gemifloxacin,D,"Weakness,bonepain",['D'],"sulfasalazine gemifloxacin weakness,bonepain",False,
Ketoprofen,Gemifloxacin,D,"Fatigue,bonepain",['D'],"ketoprofen gemifloxacin fatigue,bonepain",False,
Adapalene,Gemifloxacin,D,"Weakness,bonepain",['D'],"adapalene gemifloxacin weakness,bonepain",False,
Varenicline,Gemifloxacin,B12,"Fatigue,ness",['B12'],"varenicline gemifloxacin fatigue,ness",False,
Artemether,Gemifloxacin,B1,"Fatigue,",['B1'],"artemether gemifloxacin fatigue,",False,
Eliglustat,Gemifloxacin,B6,",fatigue",['B6'],"eliglustat gemifloxacin ,fatigue",False,
Tetrabenazine,Gemifloxacin,B12,"Fatigue,",['B12'],"tetrabenazine gemifloxacin fatigue,",False,
Cyclophosphamide,Pefloxacin,D,"Fatigue,bonepain",['D'],"cyclophosphamide pefloxacin fatigue,bonepain",False,
Paclitaxel,Pefloxacin,B12,",fatigue",['B12'],"paclitaxel pefloxacin ,fatigue",False,
Docetaxel,Pefloxacin,B12,"Tingling,weakness",['B12'],"docetaxel pefloxacin tingling,weakness",False,
Cabazitaxel,Pefloxacin,B12,"Fatigue,",['B12'],"cabazitaxel pefloxacin fatigue,",False,
Sunitinib,Pefloxacin,D,"Weakness,bonepain",['D'],"sunitinib pefloxacin weakness,bonepain",False,
Formestane,Pefloxacin,D,"Fatigue,bonepain",['D'],"formestane pefloxacin fatigue,bonepain",False,
Masoprocol,Pefloxacin,C,"Weakness,bruising",['C'],"masoprocol pefloxacin weakness,bruising",False,
Pirfenidone,Pefloxacin,D,"Fatigue,bonepain",['D'],"pirfenidone pefloxacin fatigue,bonepain",False,
Leflunomide,Pefloxacin,B6,",fatigue",['B6'],"leflunomide pefloxacin ,fatigue",False,
Vemurafenib,Pefloxacin,D,"Bonepain,weakness",['D'],"vemurafenib pefloxacin bonepain,weakness",False,
Acetylsalicylicacid,Pefloxacin,C,"Fatigue,bruising",['C'],"acetylsalicylicacid pefloxacin fatigue,bruising",False,
Azelastine,Pefloxacin,C,"Weakness,fatigue",['C'],"azelastine pefloxacin weakness,fatigue",False,
Metformin,Pefloxacin,B12,",fatigue",['B12'],"metformin pefloxacin ,fatigue",False,
Seratrodast,Pefloxacin,C,"Fatigue,bruising",['C'],"seratrodast pefloxacin fatigue,bruising",False,
Salicylicacid,Pefloxacin,C,"Weakness,bruising",['C'],"salicylicacid pefloxacin weakness,bruising",False,
Naftifine,Pefloxacin,C,"Fatigue,weakness",['C'],"naftifine pefloxacin fatigue,weakness",False,
Olopatadine,Pefloxacin,C,"Fatigue,bruising",['C'],"olopatadine pefloxacin fatigue,bruising",False,
Prasterone,Pefloxacin,D,"Weakness,bonepain",['D'],"prasterone pefloxacin weakness,bonepain",False,
Estrone,Pefloxacin,D,"Fatigue,bonepain",['D'],"estrone pefloxacin fatigue,bonepain",False,
Estronesulfate,Pefloxacin,D,"Fatigue,bonepain",['D'],"estronesulfate pefloxacin fatigue,bonepain",False,
Equilin,Pefloxacin,D,"Weakness,bonepain",['D'],"equilin pefloxacin weakness,bonepain",False,
Icatibant,Pefloxacin,C,"Fatigue,bruising",['C'],"icatibant pefloxacin fatigue,bruising",False,
Salicylamide,Pefloxacin,C,"Fatigue,bruising",['C'],"salicylamide pefloxacin fatigue,bruising",False,
Adapalene,Pefloxacin,A,"Dryness,skinissues",['A'],"adapalene pefloxacin dryness,skinissues",False,
Lumacaftor,Sparfloxacin,D,"Bonepain,weakness,fatigue",['D'],"lumacaftor sparfloxacin bonepain,weakness,fatigue",False,
Formestane,Sparfloxacin,D,"Boneweakness,fatigue",['D'],"formestane sparfloxacin boneweakness,fatigue",False,
Metformin,Sparfloxacin,B12,"Fatigue,,pallor",['B12'],"metformin sparfloxacin fatigue,,pallor",False,
Fluticasonepropionate,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"fluticasonepropionate sparfloxacin weakness,bonepain,fatigue",False,
Fluticasonefuroate,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"fluticasonefuroate sparfloxacin weakness,bonepain,fatigue",False,
Prasterone,Sparfloxacin,D,"Fatigue,bonepain,muscleweakness",['D'],"prasterone sparfloxacin fatigue,bonepain,muscleweakness",False,
Diflorasone,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"diflorasone sparfloxacin weakness,bonepain,fatigue",False,
Flumethasone,Sparfloxacin,D,"Fatigue,weakness,bonepain",['D'],"flumethasone sparfloxacin fatigue,weakness,bonepain",False,
Desoximetasone,Sparfloxacin,D,"Muscleweakness,bonepain",['D'],"desoximetasone sparfloxacin muscleweakness,bonepain",False,
Mometasone,Sparfloxacin,D,"Weakness,fatigue,bonepain",['D'],"mometasone sparfloxacin weakness,fatigue,bonepain",False,
Clobetasolpropionate,Sparfloxacin,D,"Fatigue,bonepain,weakness",['D'],"clobetasolpropionate sparfloxacin fatigue,bonepain,weakness",False,
Estrone,Sparfloxacin,D,"Weakness,fatigue,bonepain",['D'],"estrone sparfloxacin weakness,fatigue,bonepain",False,
Difluprednate,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"difluprednate sparfloxacin muscleweakness,fatigue",False,
Fluprednidene,Sparfloxacin,D,"Fatigue,bonepain,weakness",['D'],"fluprednidene sparfloxacin fatigue,bonepain,weakness",False,
Beclomethasonedipropionate,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"beclomethasonedipropionate sparfloxacin weakness,bonepain,fatigue",False,
Tixocortol,Sparfloxacin,D,"Fatigue,weakness,bonepain",['D'],"tixocortol sparfloxacin fatigue,weakness,bonepain",False,
Fluocinonide,Sparfloxacin,D,"Weakness,fatigue,bonepain",['D'],"fluocinonide sparfloxacin weakness,fatigue,bonepain",False,
Ciclesonide,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"ciclesonide sparfloxacin muscleweakness,fatigue",False,
Cortisoneacetate,Sparfloxacin,D,"Fatigue,bonepain,muscleweakness",['D'],"cortisoneacetate sparfloxacin fatigue,bonepain,muscleweakness",False,
Alclometasone,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"alclometasone sparfloxacin weakness,bonepain,fatigue",False,
Fludrocortisone,Sparfloxacin,D,"Fatigue,bonepain,weakness",['D'],"fludrocortisone sparfloxacin fatigue,bonepain,weakness",False,
Flunisolide,Sparfloxacin,D,"Muscleweakness,fatigue,bonepain",['D'],"flunisolide sparfloxacin muscleweakness,fatigue,bonepain",False,
Triamcinolone,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"triamcinolone sparfloxacin weakness,bonepain,fatigue",False,
Fluocinoloneacetonide,Sparfloxacin,D,"Fatigue,bonepain,muscleweakness",['D'],"fluocinoloneacetonide sparfloxacin fatigue,bonepain,muscleweakness",False,
Paramethasone,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"paramethasone sparfloxacin weakness,bonepain,fatigue",False,
Prednicarbate,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"prednicarbate sparfloxacin muscleweakness,fatigue",False,
Rimexolone,Sparfloxacin,D,"Bonepain,fatigue,weakness",['D'],"rimexolone sparfloxacin bonepain,fatigue,weakness",False,
Betamethasone,Sparfloxacin,D,"Fatigue,bonepain,muscleweakness",['D'],"betamethasone sparfloxacin fatigue,bonepain,muscleweakness",False,
Deflazacort,Sparfloxacin,D,"Weakness,fatigue,bonepain",['D'],"deflazacort sparfloxacin weakness,fatigue,bonepain",False,
Desonide,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"desonide sparfloxacin muscleweakness,fatigue",False,
Amcinonide,Sparfloxacin,D,"Fatigue,bonepain,weakness",['D'],"amcinonide sparfloxacin fatigue,bonepain,weakness",False,
Estronesulfate,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"estronesulfate sparfloxacin weakness,bonepain,fatigue",False,
Equilin,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"equilin sparfloxacin muscleweakness,fatigue",False,
Ulobetasol,Sparfloxacin,D,"Fatigue,bonepain,weakness",['D'],"ulobetasol sparfloxacin fatigue,bonepain,weakness",False,
Loteprednol,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"loteprednol sparfloxacin weakness,bonepain,fatigue",False,
Halcinonide,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"halcinonide sparfloxacin muscleweakness,fatigue",False,
Fluocortolone,Sparfloxacin,D,"Weakness,fatigue,bonepain",['D'],"fluocortolone sparfloxacin weakness,fatigue,bonepain",False,
Flurandrenolide,Sparfloxacin,D,"Fatigue,bonepain,weakness",['D'],"flurandrenolide sparfloxacin fatigue,bonepain,weakness",False,
Budesonide,Sparfloxacin,D,"Weakness,fatigue,bonepain",['D'],"budesonide sparfloxacin weakness,fatigue,bonepain",False,
Difluocortolone,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"difluocortolone sparfloxacin muscleweakness,fatigue",False,
Medrysone,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"medrysone sparfloxacin weakness,bonepain,fatigue",False,
Clocortolone,Sparfloxacin,D,"Fatigue,bonepain,muscleweakness",['D'],"clocortolone sparfloxacin fatigue,bonepain,muscleweakness",False,
Hydrocortisone,Sparfloxacin,D,"Weakness,bonepain,fatigue",['D'],"hydrocortisone sparfloxacin weakness,bonepain,fatigue",False,
Fluorometholone,Sparfloxacin,D,"Muscleweakness,fatigue",['D'],"fluorometholone sparfloxacin muscleweakness,fatigue",False,
Clobetasone,Sparfloxacin,D,"Fatigue,bonepain,weakness",['D'],"clobetasone sparfloxacin fatigue,bonepain,weakness",False,
Cyclophosphamide,Cinoxacin,"B9,B12","Fatigue,weakness,pallor,mouthsores",['B12'],"cyclophosphamide cinoxacin fatigue,weakness,pallor,mouthsores",False,
Paclitaxel,Cinoxacin,"B9,B12","Fatigue,,pallor,mouthsores",['B12'],"paclitaxel cinoxacin fatigue,,pallor,mouthsores",False,
Docetaxel,Cinoxacin,"B9,B12","Fatigue,,pallor,mouthsores",['B12'],"docetaxel cinoxacin fatigue,,pallor,mouthsores",False,
Cabazitaxel,Cinoxacin,"B9,B12","Fatigue,,pallor,mouthsores",['B12'],"cabazitaxel cinoxacin fatigue,,pallor,mouthsores",False,
Sunitinib,Cinoxacin,D,"Bonepain,muscleweakness,fatigue",['D'],"sunitinib cinoxacin bonepain,muscleweakness,fatigue",False,
Prednisolone,Cinoxacin,"D,Ca","Bonepain,muscleweakness,osteoporosisrisk",['D'],"prednisolone cinoxacin bonepain,muscleweakness,osteoporosisrisk",False,
Dexamethasone,Cinoxacin,"D,Ca","Bonepain,muscleweakness,osteoporosisrisk",['D'],"dexamethasone cinoxacin bonepain,muscleweakness,osteoporosisrisk",False,
Prednisone,Cinoxacin,"D,Ca","Bonepain,muscleweakness,osteoporosisrisk",['D'],"prednisone cinoxacin bonepain,muscleweakness,osteoporosisrisk",False,
Methylprednisolone,Cinoxacin,"D,Ca","Bonepain,muscleweakness,osteoporosisrisk",['D'],"methylprednisolone cinoxacin bonepain,muscleweakness,osteoporosisrisk",False,
Pirfenidone,Cinoxacin,"D,Ca","Bonepain,muscleweakness",['D'],"pirfenidone cinoxacin bonepain,muscleweakness",False,
Mycophenolatemofetil,Cinoxacin,"B9,B12","Fatigue,pallor,mouthsores,",['B12'],"mycophenolatemofetil cinoxacin fatigue,pallor,mouthsores,",False,
Vemurafenib,Cinoxacin,D,"Bonepain,muscleweakness",['D'],"vemurafenib cinoxacin bonepain,muscleweakness",False,
Rosiglitazone,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"rosiglitazone cinoxacin fatigue,,pallor",False,
Acetylsalicylicacid,Cinoxacin,C,"Gumbleeding,bruising,fatigue",['C'],"acetylsalicylicacid cinoxacin gumbleeding,bruising,fatigue",False,
Chlorpropamide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"chlorpropamide cinoxacin fatigue,,pallor",False,
Canagliflozin,Cinoxacin,B12,"Fatigue,",['B12'],"canagliflozin cinoxacin fatigue,",False,
Pentamidine,Cinoxacin,"Mg,K,B12","Musclecramps,,fatigue",['B12'],"pentamidine cinoxacin musclecramps,,fatigue",False,
Glipizide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"glipizide cinoxacin fatigue,,pallor",False,
Tolamide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"tolamide cinoxacin fatigue,,pallor",False,
Miglitol,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"miglitol cinoxacin fatigue,,pallor",False,
Sitagliptin,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"sitagliptin cinoxacin fatigue,,pallor",False,
Dapagliflozin,Cinoxacin,B12,"Fatigue,",['B12'],"dapagliflozin cinoxacin fatigue,",False,
Alogliptin,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"alogliptin cinoxacin fatigue,,pallor",False,
Saxagliptin,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"saxagliptin cinoxacin fatigue,,pallor",False,
Nateglinide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"nateglinide cinoxacin fatigue,,pallor",False,
Gliclazide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"gliclazide cinoxacin fatigue,,pallor",False,
Pioglitazone,Cinoxacin,B12,"Fatigue,",['B12'],"pioglitazone cinoxacin fatigue,",False,
Quinine,Cinoxacin,B6,",irritability,confusion",['B6'],"quinine cinoxacin ,irritability,confusion",False,
Metformin,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"metformin cinoxacin fatigue,,pallor",False,
Tolazamide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"tolazamide cinoxacin fatigue,,pallor",False,
Glimepiride,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"glimepiride cinoxacin fatigue,,pallor",False,
Empagliflozin,Cinoxacin,B12,"Fatigue,",['B12'],"empagliflozin cinoxacin fatigue,",False,
Repaglinide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"repaglinide cinoxacin fatigue,,pallor",False,
Glyburide,Cinoxacin,B12,"Fatigue,,pallor",['B12'],"glyburide cinoxacin fatigue,,pallor",False,
Chloroquine,Cinoxacin,"B12,B9","Fatigue,,pallor,mouthsores",['B12'],"chloroquine cinoxacin fatigue,,pallor,mouthsores",False,
Theophylline,Cinoxacin,B6,"Irritability,,seizures",['B6'],"theophylline cinoxacin irritability,,seizures",False,
Dyphylline,Cinoxacin,B6,"Irritability,,seizures",['B6'],"dyphylline cinoxacin irritability,,seizures",False,
Aminophylline,Cinoxacin,B6,"Irritability,,seizures",['B6'],"aminophylline cinoxacin irritability,,seizures",False,
Barnidipine,Digoxin,,"fatigue,monitorelectrolytes",['B12'],"barnidipine digoxin fatigue,monitorelectrolytes",True,"[0.9725696742295866, 0.9319702604036273]"
Naloxegol,Digoxin,,"fatigue,monitorclinically",['B12'],"naloxegol digoxin fatigue,monitorclinically",True,"[0.9725696742295866, 0.9319702604036273]"
Enoxacin,Digoxin,,"fatigue,monitorclinically",['B12'],"enoxacin digoxin fatigue,monitorclinically",True,[0.9237377721095017]
Pefloxacin,Digoxin,,"fatigue,monitorclinically",['B12'],"pefloxacin digoxin fatigue,monitorclinically",True,[0.9262562345676956]
Cinoxacin,Digoxin,,"fatigue,monitorclinically",['B12'],"cinoxacin digoxin fatigue,monitorclinically",True,[0.9755412540043463]
Gatifloxacin,Digoxin,,"fatigue,monitorclinically",['B12'],"gatifloxacin digoxin fatigue,monitorclinically",True,[0.9713711039555873]
Fleroxacin,Digoxin,,"fatigue,monitorclinically",['B12'],"fleroxacin digoxin fatigue,monitorclinically",True,[0.9329421779272669]
Ledipasvir,Digoxin,,"fatigue,monitorclinically",['B12'],"ledipasvir digoxin fatigue,monitorclinically",True,"[0.9725696742295866, 0.9319702604036273]"
Prucalopride,Digoxin,,"fatigue,monitorclinically",['B12'],"prucalopride digoxin fatigue,monitorclinically",True,"[0.9725696742295866, 0.9319702604036273]"
Norfloxacin,Digitoxin,,"fatigue,monitorclinically",['B12'],"norfloxacin digitoxin fatigue,monitorclinically",True,[0.983100974869859]
Oxprenolol,Digitoxin,,"fatigue,monitorclinically",['B12'],"oxprenolol digitoxin fatigue,monitorclinically",True,[0.9044443248462484]
Reserpine,Digitoxin,,"fatigue,monitorclinically",['B12'],"reserpine digitoxin fatigue,monitorclinically",True,[0.9311854898506654]
Gemifloxacin,Digitoxin,,"fatigue,monitorclinically",['B12'],"gemifloxacin digitoxin fatigue,monitorclinically",True,[0.92939881050595]
Cabazitaxel,Gatifloxacin,,Arrhythmiarisk,['Folate'],cabazitaxel gatifloxacin arrhythmiarisk,True,[0.9452019783997073]
Sunitinib,Gatifloxacin,,Arrhythmiarisk,['Folate'],sunitinib gatifloxacin arrhythmiarisk,True,[0.9429185382864643]
Formestane,Gatifloxacin,,Livermonitoringadvised,['Folate'],formestane gatifloxacin livermonitoringadvised,True,[0.9089656437374479]
Pirfenidone,Gatifloxacin,,"Livermonitoringneeded,photosensitivity",['Folate'],"pirfenidone gatifloxacin livermonitoringneeded,photosensitivity",True,[0.9033056468513981]
Disopyramide,Gatifloxacin,,"QTprolongation,arrhythmiarisk",['Folate'],"disopyramide gatifloxacin qtprolongation,arrhythmiarisk",True,[0.9385554709279876]
